module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00153	bin1001414	R_mucilaginosa_A_i1P6Tongue	Cytochrome bd ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	"K00425+K00426+(K00424,K22501)"	0.0	False	0.6666666666666666	False	1.0	K00425,K00426	1,1	K00425,K00426	116,117	None	0	0	0
M00157	bin1001414	R_mucilaginosa_A_i1P6Tongue	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	1.0	True	1.0	True	1.0	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1,1,1,1,1,1,1,1	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	89,91,90,93,95,92,96,94	None	1	1	1
M00082	bin1001414	R_mucilaginosa_A_i1P6Tongue	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"	0.5	False	0.6666666666666666	False	1.0	K00648	1	K00645,K00648	1358,1359	K00645 is present in multiple modules: M00082/M00873/M00874	0	0	0,1
M00083	bin1001414	R_mucilaginosa_A_i1P6Tongue	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	0.0	False	0.5	False	NA	No enzymes unique to module	NA	K00059,K09458	226,136	K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0
M00873	bin1001414	R_mucilaginosa_A_i1P6Tongue	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K00645,K09458	1358,136	K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00645 is present in multiple modules: M00082/M00873/M00874	0	0	0,1,1,0,0,0
M00874	bin1001414	R_mucilaginosa_A_i1P6Tongue	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11262 K03955+K00645 K09458 K00059 K22541 K07512"	0.3333333333333333	False	0.4166666666666667	False	NA	No enzymes unique to module	NA	K00059,K00645,K09458	226,1358,136	K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00645 is present in multiple modules: M00082/M00873/M00874,K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0,1,1,1,0,0
M00086	bin1001414	R_mucilaginosa_A_i1P6Tongue	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K01897,K15013"	1.0	True	1.0	True	1.0	K01897	3	K01897,K01897,K01897	30,1137,1018	None	3	3	3
M00089	bin1001414	R_mucilaginosa_A_i1P6Tongue	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)"	0.25	False	0.25	False	1.0	K00655	3	K00655,K00655,K00655	176,32,732	None	0	0	0,3,0,0
M00093	bin1001414	R_mucilaginosa_A_i1P6Tongue	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00981	1	K00981	1082	None	0	0	1,0,0
M00099	bin1001414	R_mucilaginosa_A_i1P6Tongue	Sphingosine biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"K00654 K04708 (K04709,K04710,K24621,K24622,K23727) K04712 (K01441,K12348,K12349)"	0.2	False	0.2	False	1.0	K12349	1	K12349	350	None	0	0	0,0,0,0,1
M00048	bin1001414	R_mucilaginosa_A_i1P6Tongue	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	1.0	True	1.0	True	1.0	K00602,K00764,K01588,K01589,K01923,K01933,K01945,K11175,K23264,K23265,K23269	1,1,1,1,1,1,1,1,1,1,1	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K11175,K23264,K23265,K23269	896,823,934,935,1127,818,824,819,895,1635,1634,1633	K01756 is present in multiple modules: M00048/M00049	1	1	1,1,1,2,1,1,1,1
M00049	bin1001414	R_mucilaginosa_A_i1P6Tongue	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	0.75	True	0.75	True	1.0	K00939,K01939	1,1	K00939,K01756,K01939	321,1127,955	K01756 is present in multiple modules: M00048/M00049	1	0	1,1,1,0
M00050	bin1001414	R_mucilaginosa_A_i1P6Tongue	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	0.75	True	0.75	True	1.0	K00088,K00942,K01951	1,1,1	K00088,K00942,K01951	289,615,287	None	1	0	1,1,1,0
M00053	bin1001414	R_mucilaginosa_A_i1P6Tongue	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00525,K00526	543,544	K00526 is present in multiple modules: M00053/M00938,K00525 is present in multiple modules: M00053/M00938	0	0	1,0
M00958	bin1001414	R_mucilaginosa_A_i1P6Tongue	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.3333333333333333	False	0.5	False	NA	No enzymes unique to module	NA	K05810	52	K05810 is present in multiple modules: M00958/M00959/M00034	0	0	0,1,0
M00959	bin1001414	R_mucilaginosa_A_i1P6Tongue	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K05810	52	K05810 is present in multiple modules: M00958/M00959/M00034	0	0	0,1,0,0
M00051	bin1001414	R_mucilaginosa_A_i1P6Tongue	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"	0.6666666666666666	False	0.9166666666666666	True	1.0	K00254,K00609,K00762,K01465,K01591,K01955,K01956	1,1,1,1,1,1,1	K00254,K00609,K00762,K01465,K01591,K01955,K01956	240,607,495,608,612,611,610	None	1	1	1,1,1
M00052	bin1001414	R_mucilaginosa_A_i1P6Tongue	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.6666666666666666	False	0.6666666666666666	False	1.0	K01937,K09903	1,1	K01937,K09903	1734,1084	None	0	0	1,0,1
M00938	bin1001414	R_mucilaginosa_A_i1P6Tongue	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.8	True	0.8	True	1.0	K00560,K00943,K01520	1,1,1	K00525,K00526,K00560,K00943,K01520	543,544,393,1613,129	K00526 is present in multiple modules: M00053/M00938,K00525 is present in multiple modules: M00053/M00938	1	0	1,0,1,1,1
M00939	bin1001414	R_mucilaginosa_A_i1P6Tongue	Pyrimidine degradation, uracil => 3-hydroxypropanoate	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"K09018+K09024 K09020 K09021 K09023 (K09019,K16066)"	0.2	False	0.2	False	1.0	K09019	1	K09019	1600	None	0	0	0,0,0,0,1
M00018	bin1001414	R_mucilaginosa_A_i1P6Tongue	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	1.0	True	1.0	True	1.0	K00872,K01733	1,1	K00003,K00133,K00872,K00928,K01733	76,395,78,1637,77	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	1	1,1,1,1,1
M00621	bin1001414	R_mucilaginosa_A_i1P6Tongue	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00281,K00382,K00605	355,665,354	K00605 is present in multiple modules: M00532/M00621,K00281 is present in multiple modules: M00532/M00621,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	1	1	1,1,1
M00033	bin1001414	R_mucilaginosa_A_i1P6Tongue	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00928 K00133 K00836 K06718 K06720"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00133,K00928	395,1637	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	0	0	1,1,0,0,0
M00021	bin1001414	R_mucilaginosa_A_i1P6Tongue	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00640,K23304) (K01738,K13034,K17069)"	1.0	True	1.0	True	1.0	K00640,K01738	1,1	K00640,K01738	718,719	None	1	1	1,1
M00609	bin1001414	R_mucilaginosa_A_i1P6Tongue	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.5	False	0.5	False	1.0	K07173	1	K00789,K01243,K07173	178,1065,1066	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034	0	0	1,0,1,1,0,0
M00017	bin1001414	R_mucilaginosa_A_i1P6Tongue	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	0.7142857142857143	False	0.7142857142857143	False	1.0	K00549,K00641	1,1	K00003,K00133,K00549,K00641,K00928	76,395,1445,1244,1637	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	0	0	1,1,1,1,0,0,1
M00034	bin1001414	R_mucilaginosa_A_i1P6Tongue	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00789,K01243,K05810	178,1065,52	K05810 is present in multiple modules: M00958/M00959/M00034,K01243 is present in multiple modules: M00609/M00034,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0,1,0,0,0,0
M00035	bin1001414	R_mucilaginosa_A_i1P6Tongue	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.5	False	0.5	False	1.0	K00558	1	K00558,K00789	1389,178	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,1,0,0
M00368	bin1001414	R_mucilaginosa_A_i1P6Tongue	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789	178	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0
M00019	bin1001414	R_mucilaginosa_A_i1P6Tongue	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00053,K00826,K01652,K01653,K01687	686,697,684,685,1002	K01653 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570	1	1	1,1,1,1
M00535	bin1001414	R_mucilaginosa_A_i1P6Tongue	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K09011 K01703+K01704 K00052"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00052,K01703,K01704	696,728,729	K01703 is present in multiple modules: M00535/M00432,K00052 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	0	0	0,1,1
M00570	bin1001414	R_mucilaginosa_A_i1P6Tongue	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	1.0	K01754	1	K00053,K00826,K01652,K01653,K01687,K01754	686,697,684,685,1002,923	K01653 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570	1	1	1,1,1,1,1
M00432	bin1001414	R_mucilaginosa_A_i1P6Tongue	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01649 (K01702,K01703+K01704) K00052"	1.0	True	1.0	True	1.0	K01649	1	K00052,K01649,K01703,K01704	696,638,728,729	K01703 is present in multiple modules: M00535/M00432,K00052 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	1	1	1,1,1
M00036	bin1001414	R_mucilaginosa_A_i1P6Tongue	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00166,K00167,K09699	1,1,1	K00166,K00167,K00382,K00826,K09699	1131,1132,665,697,1133	K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	0	0	1,1,0,0,0,0
M00016	bin1001414	R_mucilaginosa_A_i1P6Tongue	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.8888888888888888	True	0.8888888888888888	True	1.0	K00674,K01439	1,1	K00133,K00215,K00674,K00928,K01439,K01586,K01714,K01778	395,1057,1543,1637,1544,75,1055,1042	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	0	1,1,1,1,1,0,1,1,1
M00525	bin1001414	R_mucilaginosa_A_i1P6Tongue	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01586,K01714,K01778	395,1057,1637,75,1055,1042	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	0	0	1,1,1,1,0,0,0,1,1
M00526	bin1001414	R_mucilaginosa_A_i1P6Tongue	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.8333333333333334	True	0.8333333333333334	True	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01586,K01714	395,1057,1637,75,1055	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	0	1,1,1,1,0,1
M00527	bin1001414	R_mucilaginosa_A_i1P6Tongue	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.8571428571428571	True	0.8571428571428571	True	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01586,K01714,K01778	395,1057,1637,75,1055,1042	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	0	1,1,1,1,0,1,1
