Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/488/855/GCA_000488855.1_genomic.fna.gz	0.2155	0.1402	98.80	2.147	98.71-98.87	1.511	1.43-1.60	2	2.029	3610/6668	98.04	5	KI535270.1 Eubacterium brachy ATCC 33089 genomic scaffold Scaffold0, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/426/665/GCF_000426665.1_genomic.fna.gz	0.2081	0.2060	98.75	2.074	98.67-98.83	1.459	1.39-1.54	2	1.984	5320/10145	97.94	2	NZ_AUFU01000001.1 Selenomonas artemidis DSM 19719 K341DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/220/065/GCF_000220065.1_genomic.fna.gz	0.2077	0.1700	97.49	2.070	97.37-97.65	1.457	1.32-1.57	2	2.487	2875/8147	96.70	1089	NZ_AFQU01000001.1 Streptococcus sp. oral taxon 056 str. F0418 Noncontiguous_Finished_Chromosome, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/185/385/GCF_000185385.1_genomic.fna.gz	0.1992	0.2587	98.46	1.986	98.36-98.53	1.397	1.33-1.48	2	2.225	6056/12883	97.59	14	NZ_GL622296.1 Lachnoanaerobaculum saburreum DSM 3986 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/935/GCF_001553935.1_genomic.fna.gz	0.1865	0.2390	96.72	1.859	96.60-96.86	1.308	1.21-1.40	2	3.242	3655/13056	95.98	5946	NZ_CP014232.1 Actinomyces oris strain T14V chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/007/845/485/GCA_007845485.1_genomic.fna.gz	0.1861	0.0698	97.28	1.854	97.07-97.48	1.305	1.16-1.45	2	1.823	1206/3845	96.33	81	SDRW01000018.1 TM7 phylum sp. oral taxon 348 strain TM7_HOT_348-SAG2 348SAG2_NODE_103_2, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/163/695/GCA_000163695.1_genomic.fna.gz	0.1831	0.1630	97.24	1.824	97.11-97.42	1.284	1.18-1.37	2	1.879	2811/9160	96.26	47	GG774898.1 Bacteroidetes oral taxon 274 str. F0058 genomic scaffold supercont1.10, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/938/018/165/GCF_938018165.1_genomic.fna.gz	0.1822	0.2033	97.09	1.816	96.97-97.20	1.278	1.19-1.35	2	2.067	3297/11287	96.11	285	NZ_CALIIH010000001.1 MAG: Capnocytophaga leadbetteri isolate ERR589515_bin.6_CONCOCT_v1.1_MAG ERZ772824.55, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/018/363/335/GCA_018363335.1_genomic.fna.gz	0.1821	0.1542	98.90	1.814	98.78-99.00	1.277	1.20-1.35	2	2.133	4483/8656	97.90	3	JAGZOA010000031.1 MAG: Haemophilus parainfluenzae isolate L3_122_368G1_dasL3_122_368G1_concoct_22 L3_122_368G1_scaffold_1030, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/685/GCF_001553685.1_genomic.fna.gz	0.1811	0.1661	95.74	1.805	95.50-95.90	1.270	1.13-1.44	2	3.083	1732/9048	94.81	3696	NZ_CP014264.1 Streptococcus sp. oral taxon 431 strain F0610 (5-114) chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/018/448/765/GCF_018448765.1_genomic.fna.gz	0.1739	0.1395	96.37	1.733	96.16-96.52	1.219	1.12-1.35	2	2.467	1950/8145	95.49	3261	NZ_JAHCMC010000010.1 Streptococcus oralis strain E728 NODE_10_length_49189_cov_343.546932, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/701/685/GCF_000701685.1_genomic.fna.gz	0.1733	0.1310	97.95	1.727	97.78-98.12	1.215	1.10-1.31	2	2.890	2893/7724	96.88	134	NZ_JNJO01000001.1 Gemella sanguinis ATCC 700632 T369DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/938/028/185/GCF_938028185.1_genomic.fna.gz	0.1675	0.1917	98.97	1.669	98.86-99.07	1.174	1.11-1.24	2	2.032	5934/11675	97.84	6	NZ_CALJAH010000001.1 MAG: uncultured Cardiobacterium sp. isolate ERR589634_bin.17_CONCOCT_v1.1_MAG ERZ773049.3114, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/759/325/GCF_900759325.1_genomic.fna.gz	0.1632	0.1184	98.71	1.627	98.58-98.83	1.145	1.07-1.22	1	1.794	3373/7316	97.53	2	NZ_CAAEUW010000001.1 MAG: uncultured Peptostreptococcus sp. isolate HGM13558, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/555/GCF_000160555.1_genomic.fna.gz	0.1626	0.1408	98.66	1.621	98.55-98.78	1.140	1.06-1.21	1	1.796	4018/8869	97.48	69	NZ_GG749298.1 Selenomonas noxia ATCC 43541 SCAFFOLD21, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/429/265/GCF_000429265.1_genomic.fna.gz	0.1581	0.2278	98.44	1.576	98.35-98.56	1.109	1.05-1.16	1	1.791	6173/14667	97.25	1131	NZ_KE386871.1 Actinomyces gerencseriae DSM 6844 G448DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/013/267/595/GCF_013267595.1_genomic.fna.gz	0.1578	0.2229	95.31	1.573	95.08-95.45	1.107	1.02-1.23	2	3.332	2105/13764	94.12	4239	NZ_CP054010.1 Prevotella melaninogenica strain FDAARGOS_760 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/075/875/GCF_001075875.1_genomic.fna.gz	0.1571	0.1388	95.01	1.565	94.69-95.21	1.101	0.97-1.26	2	3.079	1249/8938	93.85	4096	NZ_JUOS01000018.1 Streptococcus oralis strain 900_SORA 100_421_9754, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/413/475/GCF_000413475.1_genomic.fna.gz	0.1542	0.1267	98.56	1.537	98.42-98.71	1.081	1.00-1.14	1	1.829	3463/8093	97.30	170	NZ_ATFK01000001.1 Streptococcus intermedius SK54 = ATCC 27335 acKdV-supercont1.1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/637/305/GCF_900637305.1_genomic.fna.gz	0.1517	0.1707	98.30	1.512	98.19-98.41	1.064	1.00-1.12	1	1.776	4365/11179	97.01	549	NZ_LR134365.1 Cardiobacterium hominis strain NCTC10426 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/635/GCF_007990635.1_genomic.fna.gz	0.1511	0.1454	99.25	1.506	99.14-99.33	1.060	1.01-1.12	2	2.193	5037/9600	97.94	0	NZ_AP019846.1 Leptotrichia hongkongensis strain JMUB5056 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/015/257/605/GCA_015257605.1_genomic.fna.gz	0.1447	0.0424	97.95	1.442	97.70-98.24	1.015	0.87-1.11	1	1.750	1015/2987	96.58	6	JABZJV010000051.1 MAG: Candidatus Nanosynbacter sp. isolate JCVI_32_bin.12 NODE_10038_length_4399_cov_228.555939, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/016/126/015/GCF_016126015.1_genomic.fna.gz	0.1357	0.1850	97.93	1.353	97.81-98.06	952	0.89-1.01	1	1.845	4558/13945	96.46	23	NZ_JAEFDB010000001.1 Capnocytophaga periodontitidis strain p1a2 1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/031/191/205/GCF_031191205.1_genomic.fna.gz	0.1335	0.1204	97.10	1.331	96.86-97.28	936	0.86-1.02	1	1.746	2244/9074	95.59	1475	NZ_CP133470.1 Haemophilus parainfluenzae ATCC 33392 strain DSM 8978 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/186/465/GCF_000186465.1_genomic.fna.gz	0.1332	0.1195	95.12	1.327	94.87-95.37	934	0.82-1.03	2	2.581	1197/9123	93.66	4129	NZ_GL636091.1 Streptococcus australis ATCC 700641 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/022/288/825/GCF_022288825.1_genomic.fna.gz	0.1327	0.1287	98.44	1.323	98.30-98.57	931	0.87-0.98	1	1.609	3760/9932	96.92	72	NZ_JAKOOW010000001.1 Kingella sp. CICC 24913 NMDC70033523_1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/934/834/395/GCA_934834395.1_genomic.fna.gz	0.1296	0.0955	95.04	1.292	94.73-95.42	909	0.77-1.02	1	1.693	941/7501	93.52	2125	CAKVVS010000001.1 MAG: Haemophilus parainfluenzae isolate MTG228_bin.47.fa genome assembly, contig: NODE_1_length_24956_cov_3.182202, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/308/055/GCF_000308055.1_genomic.fna.gz	0.1290	0.1013	98.34	1.286	98.18-98.53	905	0.83-0.97	1	1.629	2891/8005	96.77	95	NZ_CAGY01000010.1 Actinomyces sp. ph3, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/446/695/GCF_900446695.1_genomic.fna.gz	0.1268	0.1631	95.80	1.264	95.58-96.03	889	0.79-0.96	1	1.672	2001/12668	94.22	1481	NZ_UAVP01000011.1 Capnocytophaga sputigena strain NCTC11653, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/035/GCF_001553035.1_genomic.fna.gz	0.1262	0.1006	98.04	1.258	97.89-98.25	885	0.81-0.96	1	1.876	2607/7992	96.45	80	NZ_KQ959913.1 Gemella haemolysans strain DNF01167 Scaffold15, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/014/054/985/GCF_014054985.1_genomic.fna.gz	0.1262	0.1287	98.75	1.258	98.60-98.90	885	0.83-0.93	1	1.710	4124/10220	97.11	13	NZ_CP059569.1 Kingella oralis strain DSM 18271 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/445/GCF_007990445.1_genomic.fna.gz	0.1216	0.1232	97.81	1.212	97.64-97.98	853	0.79-0.91	1	1.669	2840/9676	96.12	160	NZ_AP019841.1 Leptotrichia wadei strain JMUB3936 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/457/555/GCF_001457555.1_genomic.fna.gz	0.1193	0.1233	98.33	1.188	98.20-98.50	836	0.76-0.89	1	1.977	3546/10400	96.59	11	NZ_LN831027.1 Fusobacterium polymorphum strain NCTC10562 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/607/225/GCF_900607225.1_genomic.fna.gz	0.1169	0.1711	99.50	1.165	99.38-99.64	819	0.77-0.86	1	1.613	7237/14850	97.71	15	NZ_LR027842.1 [Pseudopropionibacterium] massiliense strain Marseille-P6184, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/003/028/315/GCA_003028315.1_genomic.fna.gz	0.1161	0.1315	97.98	1.157	97.80-98.12	814	0.76-0.87	1	2.012	3295/10802	96.24	125	CP028150.1 Neisseria mucosa strain ATCC 19696 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/023/167/545/GCF_023167545.1_genomic.fna.gz	0.1160	0.0929	97.39	1.156	97.11-97.58	814	0.75-0.90	1	1.664	1975/7916	95.62	1395	NZ_AP014647.1 Streptococcus constellatus subsp. constellatus strain CCUG 24889 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/605/GCA_013333605.2_genomic.fna.gz	0.1152	0.0485	97.10	1.148	96.76-97.38	808	0.71-0.92	1	1.619	963/4265	95.31	34	JABCOM020000001.1 MAG: candidate division SR1 bacterium isolate P-B-M_MAG_00018 ORAL_M-P_MAG_00018-c_000000013599, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/023/285/GCF_000023285.1_genomic.fna.gz	0.1149	0.1265	97.43	1.145	97.26-97.59	806	0.74-0.86	1	1.552	2780/11092	95.63	479	NC_013162.1 Capnocytophaga ochracea DSM 7271, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/943/914/775/GCA_943914775.1_genomic.fna.gz	0.1141	0.0418	96.40	1.137	96.00-96.73	800	0.67-0.93	1	1.585	668/3719	94.61	559	CALUDH010000001.1 MAG: uncultured Candidatus Saccharibacteria bacterium isolate Tcv98XDF6C_bin.50.MAG genome assembly, contig: NODE_95_length_132787_cov_9.785161, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/476/045/GCF_900476045.1_genomic.fna.gz	0.1132	0.0840	97.82	1.128	97.61-98.00	794	0.73-0.87	1	1.640	2080/7402	95.99	185	NZ_LS483440.1 Gemella morbillorum strain NCTC11323 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/003/260/345/GCA_003260345.1_genomic.fna.gz	0.1100	0.0440	97.14	1.096	96.82-97.48	771	0.67-0.86	1	1.497	879/3954	95.27	1	MORC01000001.1 Candidatus Gracilibacteria bacterium GN02-873 GN02_873_C1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/174/755/GCF_000174755.1_genomic.fna.gz	0.1054	0.1184	97.70	1.050	97.50-97.87	739	0.68-0.79	1	1.608	2965/11493	95.72	138	NZ_ACLQ01000037.1 Capnocytophaga gingivalis ATCC 33624 ctg1117755535635, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/187/105/GCF_900187105.1_genomic.fna.gz	0.1042	0.0963	97.52	1.039	97.34-97.71	731	0.67-0.79	1	1.513	2234/9230	95.53	201	NZ_LT906482.1 Eikenella corrodens strain NCTC10596 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/028/745/GCA_938028745.1_genomic.fna.gz	0.1026	0.1531	97.16	1.022	96.96-97.32	719	0.67-0.77	1	1.443	3217/15080	95.14	43	CALIZL010000001.1 MAG TPA_asm: uncultured Prevotella sp. isolate ERR589346_bin.48_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772752.542, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/637/725/GCF_900637725.1_genomic.fna.gz	0.1025	0.1469	98.14	1.021	97.99-98.27	719	0.67-0.77	1	1.508	4216/14506	96.09	1561	NZ_LR134406.1 Arachnia propionica strain NCTC12967 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/046/735/GCA_938046735.1_genomic.fna.gz	0.1013	0.0340	97.80	1.009	97.51-98.09	710	0.62-0.79	1	1.377	881/3404	95.73	5	CALIXF010000001.1 MAG TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate ERR589447_bin.26_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772926.921, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/105/015/GCF_900105015.1_genomic.fna.gz	0.0995	0.0849	99.17	992	98.99-99.36	698	0.64-0.74	1	1.606	3425/8459	97.13	17	NZ_FNLK01000015.1 Schaalia meyeri strain DSM 20733, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/220/255/GCF_000220255.1_genomic.fna.gz	0.0989	0.1303	98.17	986	97.99-98.32	694	0.65-0.74	1	1.463	3751/13078	96.05	148	NZ_GL982513.1 Prevotella pallens ATCC 700821 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/998/925/GCF_002998925.1_genomic.fna.gz	0.0985	0.0754	97.37	982	97.17-97.60	691	0.63-0.75	1	1.407	1722/7753	95.26	32	NZ_CP027228.1 Mogibacterium diversum strain CCUG 47132 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/929/375/GCF_001929375.1_genomic.fna.gz	0.0968	0.1270	96.50	965	96.28-96.78	679	0.60-0.73	1	2.050	2299/13181	94.52	5176	NZ_MSGO01000001.1 Actinomyces oris strain S64C S64C_contig001, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/182/945/GCA_000182945.1_genomic.fna.gz	0.0958	0.0855	97.50	955	97.28-97.71	672	0.61-0.74	1	1.604	2023/8906	95.33	609	AABF01000001.1 Fusobacterium vincentii ATCC 49256 Contig0377, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/927/911/745/GCA_927911745.1_genomic.fna.gz	0.0945	0.0731	95.61	942	95.27-96.01	662	0.56-0.75	1	1.500	950/7761	93.45	1070	CAKMQF010000001.1 MAG TPA_asm: uncultured Gemella sp. isolate ERR3827244_bin.3_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768189.251, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/018/127/785/GCF_018127785.1_genomic.fna.gz	0.0940	0.1308	98.60	936	98.43-98.76	659	0.61-0.71	1	2.514	4311/13506	96.38	6	NZ_CP072389.1 Prevotella scopos JCM 17725 strain W2052 chromosome 1, complete sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/429/245/GCF_000429245.1_genomic.fna.gz	0.0939	0.0989	98.64	936	98.44-98.82	659	0.60-0.72	1	2.609	3544/10695	96.50	2089	NZ_KE386870.1 Schaalia georgiae DSM 6843 G447DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/469/505/GCF_000469505.1_genomic.fna.gz	0.0936	0.0910	97.80	932	97.63-98.01	656	0.60-0.71	1	1.489	2456/9965	95.58	67	NZ_KI272822.1 Leptotrichia sp. oral taxon 215 str. W9775 Scaffold0, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/001/189/495/GCA_001189495.1_genomic.fna.gz	0.0922	0.0676	97.52	919	97.26-97.78	647	0.59-0.71	1	1.355	1629/7341	95.26	37	CP012068.1 Eubacterium sulci ATCC 35585, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/999/235/GCF_002999235.1_genomic.fna.gz	0.0885	0.1211	98.22	882	98.06-98.37	620	0.58-0.66	1	1.381	3718/13785	95.86	492	NZ_CP027236.1 Actinomyces sp. oral taxon 897 strain F0631 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/545/GCF_007990545.2_genomic.fna.gz	0.0848	0.0835	96.21	845	95.90-96.44	595	0.53-0.66	1	1.575	1373/9881	93.83	1110	NZ_AP019829.2 Leptotrichia wadei strain JCM16777 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/240/305/GCF_900240305.1_genomic.fna.gz	0.0839	0.1000	98.47	836	98.29-98.65	588	0.55-0.62	1	1.319	3393/12079	95.99	15	NZ_LT964854.1 Ottowia massiliensis strain Marseille-P4747, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/029/850/875/GCF_029850875.1_genomic.fna.gz	0.0809	0.0698	97.82	807	97.57-98.04	568	0.51-0.62	1	1.452	2100/8884	95.45	2164	NZ_JAOVAM010000010.1 Rothia sp. RSM386 NODE_10_length_48214_cov_90.089308, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/595/GCA_905372595.1_genomic.fna.gz	0.0804	0.0561	98.21	802	97.98-98.42	564	0.52-0.62	1	1.490	1783/7125	95.63	0	CAJPPS010000001.1 MAG: uncultured Capnocytophaga sp. isolate SRR9217423-mag-bin.13 genome assembly, contig: SRR9217423-mag-bin.13_136, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/113/545/GCF_900113545.1_genomic.fna.gz	0.0801	0.0796	96.69	798	96.45-96.93	562	0.50-0.61	1	1.351	1572/10191	94.15	700	NZ_FOPS01000023.1 Neisseria elongata subsp. elongata strain ATCC 25295, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/019/429/565/GCF_019429565.1_genomic.fna.gz	0.0786	0.0779	95.99	784	95.64-96.36	551	0.48-0.61	2	3.258	1268/9841	93.60	3850	NZ_JAHXSA010000001.1 Schaalia sp. ORNL0103 Contig1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/021/184/285/GCA_021184285.1_genomic.fna.gz	0.0750	0.0626	96.68	747	96.39-96.96	526	0.47-0.58	1	1.370	1241/8483	93.99	1052	CP088916.1 Streptococcus anginosus strain 47S1 chromosome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/371/725/GCA_905371725.1_genomic.fna.gz	0.0743	0.0482	97.52	740	97.16-97.81	521	0.46-0.58	1	1.330	1241/6549	94.78	267	CAJPML010000001.1 MAG: Leptotrichia sp. oral taxon 215 isolate SRR9217389-mag-bin.7 genome assembly, contig: SRR9217389-mag-bin.7_507, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/174/815/GCF_000174815.1_genomic.fna.gz	0.0734	0.0638	96.78	731	96.45-97.10	515	0.44-0.58	1	1.302	1320/8883	94.04	75	NZ_ACNN01000037.1 Porphyromonas endodontalis ATCC 35406 contig00004, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/036/745/GCA_938036745.1_genomic.fna.gz	0.0733	0.0180	95.43	730	94.80-96.18	514	0.36-0.67	1	1.300	237/2470	92.72	15	CALHWG010000001.1 MAG TPA_asm: uncultured bacterium isolate ERR589641_bin.74_CONCOCT_v1.1_MAG genome assembly, contig: ERZ773067.5277, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/014/202/695/GCF_014202695.1_genomic.fna.gz	0.0732	0.0841	97.84	730	97.63-98.10	513	0.46-0.55	1	1.327	2411/11604	95.06	79	NZ_JACHHH010000001.1 Oribacterium sinus strain DSM 17245 Ga0415240_01, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/345/GCF_001553345.1_genomic.fna.gz	0.0721	0.0505	97.70	719	97.40-98.04	506	0.45-0.56	1	1.292	1410/7187	94.88	46	NZ_KQ960746.1 Veillonella sp. DNF00869 Scaffold1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/525/GCF_007990525.1_genomic.fna.gz	0.0716	0.0785	95.33	713	94.92-95.75	502	0.43-0.58	1	1.405	1006/11011	92.57	1521	NZ_AP019823.1 Leptotrichia hofstadii strain JCM16775 chromosome, complete genome
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/648/475/GCF_001648475.1_genomic.fna.gz	0.0702	0.0753	95.34	700	94.96-95.81	492	0.41-0.56	1	1.404	979/10846	92.54	1137	NZ_LXSQ01000001.1 Eikenella halliae strain NML130454 Eiksp_contig000001, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/865/GCA_905372865.1_genomic.fna.gz	0.0686	0.0640	98.20	683	97.95-98.51	481	0.42-0.52	1	1.300	2098/9470	95.25	128	CAJPQT010000001.1 MAG: uncultured Centipeda sp. isolate SRR9217428-mag-bin.13 genome assembly, contig: SRR9217428-mag-bin.13_7, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/296/385/GCF_000296385.1_genomic.fna.gz	0.0673	0.0831	95.54	671	95.15-95.89	472	0.42-0.54	1	1.342	1139/12215	92.63	1324	NZ_JH815185.1 Lachnoanaerobaculum sp. OBRC5-5 supercont1.1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/015/256/775/GCF_015256775.1_genomic.fna.gz	0.0666	0.0508	98.07	664	97.82-98.36	467	0.42-0.51	1	1.265	1624/7827	95.05	11	NZ_JABZLM010000040.1 MAG: Solobacterium sp. isolate JCVI_23_bin.4 NODE_1071_length_13431_cov_9.245739, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/287/675/GCF_000287675.1_genomic.fna.gz	0.0659	0.0771	98.04	656	97.80-98.26	462	0.42-0.50	1	1.301	2435/11943	95.00	242	NZ_ALJL01000001.1 Lachnoanaerobaculum sp. ICM7 ctg120007550942, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/003/260/355/GCA_003260355.1_genomic.fna.gz	0.0655	0.0316	97.25	653	96.86-97.72	459	0.38-0.53	1	1.285	745/4707	94.23	0	MPSQ01000001.1 SR1 bacterium human oral taxon HOT-345 SR1_345_C1, whole genome shotgun sequence
AIMSfeas_1000022+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/255/GCA_013333255.2_genomic.fna.gz	0.0647	0.0513	97.08	644	96.74-97.43	453	0.40-0.51	1	1.320	1208/8143	94.03	34	JABCPE020000001.1 MAG: Flavobacteriaceae bacterium isolate T-B-M_MAG_00001 c_000000000001, whole genome shotgun sequence
